Size of the array, Time taken
78900, 0.007993
79000, 0.008753
79100, 0.009067
79200, 0.008072
79300, 0.011193
79400, 0.009178
79500, 0.011288
79600, 0.010569
79700, 0.010945
79800, 0.011173
79900, 0.009784
80000, 0.011636
80100, 0.011077
80200, 0.01043
80300, 0.010287
80400, 0.010829
80500, 0.012295
80600, 0.009606
80700, 0.00925
80800, 0.010094
80900, 0.011029
81000, 0.008696
81100, 0.009477
81200, 0.007918
81300, 0.012268
81400, 0.011296
81500, 0.012886
81600, 0.012877
81700, 0.012731
81800, 0.013454
81900, 0.01193
82000, 0.00876
82100, 0.008845
82200, 0.007924
82300, 0.007633
82400, 0.008869
82500, 0.008081
82600, 0.008568
82700, 0.009381
82800, 0.010548
82900, 0.009162
83000, 0.010496
83100, 0.009024
83200, 0.011467
83300, 0.01145
83400, 0.008893
83500, 0.012116
83600, 0.009313
83700, 0.00857
83800, 0.011839
83900, 0.011338
84000, 0.010074
84100, 0.010082
84200, 0.010669
84300, 0.00854
84400, 0.008794
84500, 0.008592
84600, 0.008685
84700, 0.010595
84800, 0.011007
84900, 0.012858
85000, 0.011158
85100, 0.009198
85200, 0.009583
85300, 0.01124
85400, 0.012657
85500, 0.010991
85600, 0.012631
85700, 0.014465
85800, 0.014419
85900, 0.014338
86000, 0.01265
86100, 0.010318
86200, 0.011975
86300, 0.01188
86400, 0.011164
86500, 0.010011
86600, 0.011105
86700, 0.009361
86800, 0.011278
86900, 0.010522
87000, 0.010189
87100, 0.010452
87200, 0.009722
87300, 0.010112
87400, 0.009302
87500, 0.009523
87600, 0.008635
87700, 0.009391
87800, 0.009183
87900, 0.009356
88000, 0.010126
88100, 0.008553
88200, 0.0098
88300, 0.011788
88400, 0.010746
88500, 0.010065
88600, 0.011711
88700, 0.011294
88800, 0.011644
88900, 0.010699
89000, 0.011019
89100, 0.009079
89200, 0.009179
89300, 0.009461
89400, 0.009324
89500, 0.01022
89600, 0.011185
89700, 0.009182
89800, 0.009914
89900, 0.009662
90000, 0.009545
90100, 0.010137
90200, 0.009717
90300, 0.012397
90400, 0.009762
90500, 0.009803
90600, 0.008558
90700, 0.013274
90800, 0.010397
90900, 0.010415
91000, 0.012645
91100, 0.013329
91200, 0.010991
91300, 0.012887
91400, 0.009493
91500, 0.010518
91600, 0.011747
91700, 0.01028
91800, 0.009054
91900, 0.009778
92000, 0.012294
92100, 0.012089
92200, 0.008934
92300, 0.014026
92400, 0.010918
92500, 0.01179
92600, 0.0116
92700, 0.011901
92800, 0.012927
92900, 0.012636
93000, 0.012922
93100, 0.012581
93200, 0.011651
93300, 0.012995
93400, 0.012149
93500, 0.012364
93600, 0.012526
93700, 0.012203
93800, 0.012483
93900, 0.010012
94000, 0.010032
94100, 0.010009
94200, 0.01097
