Size of the array, Time taken
46900, 0.011882
47000, 0.012162
47100, 0.012693
47200, 0.012422
47300, 0.012551
47400, 0.01228
47500, 0.012593
47600, 0.012035
47700, 0.012093
47800, 0.012258
47900, 0.012218
48000, 0.012111
48100, 0.012163
48200, 0.012163
48300, 0.012322
48400, 0.012778
48500, 0.012422
48600, 0.012681
48700, 0.013093
48800, 0.012667
48900, 0.012769
49000, 0.012588
49100, 0.01283
49200, 0.012442
49300, 0.012535
49400, 0.012773
49500, 0.012625
49600, 0.012528
49700, 0.012586
49800, 0.012516
49900, 0.012722
50000, 0.012803
50100, 0.012698
50200, 0.012886
50300, 0.01303
50400, 0.012975
50500, 0.012934
50600, 0.013261
50700, 0.013239
50800, 0.013027
50900, 0.012792
51000, 0.013169
51100, 0.012996
51200, 0.012844
51300, 0.012904
51400, 0.013094
51500, 0.012952
51600, 0.013596
51700, 0.013211
51800, 0.013952
51900, 0.013497
52000, 0.013453
52100, 0.013449
52200, 0.013408
52300, 0.013603
52400, 0.01329
52500, 0.013348
52600, 0.013291
52700, 0.013307
52800, 0.013289
52900, 0.013424
53000, 0.013355
53100, 0.013807
53200, 0.013575
53300, 0.013932
53400, 0.01378
53500, 0.014565
53600, 0.013699
53700, 0.013606
53800, 0.01384
53900, 0.01374
54000, 0.013676
54100, 0.013433
54200, 0.013617
54300, 0.01369
54400, 0.013821
54500, 0.013619
54600, 0.01407
54700, 0.014019
54800, 0.014015
54900, 0.014049
55000, 0.014586
55100, 0.014554
55200, 0.014529
55300, 0.014457
55400, 0.014141
55500, 0.014017
55600, 0.013998
55700, 0.014037
55800, 0.014214
55900, 0.014129
56000, 0.014143
56100, 0.015242
56200, 0.014356
56300, 0.014609
56400, 0.015031
56500, 0.014896
56600, 0.014782
56700, 0.014847
56800, 0.014468
56900, 0.014395
57000, 0.014435
57100, 0.01444
57200, 0.014506
57300, 0.014495
57400, 0.014528
57500, 0.015382
57600, 0.014651
57700, 0.015415
57800, 0.015379
57900, 0.015045
58000, 0.015276
58100, 0.015111
58200, 0.015027
58300, 0.014863
58400, 0.014758
58500, 0.014947
58600, 0.014745
58700, 0.014791
58800, 0.015067
58900, 0.015518
59000, 0.015282
59100, 0.015392
59200, 0.015351
59300, 0.015655
59400, 0.015373
59500, 0.015558
59600, 0.015052
59700, 0.014931
59800, 0.015176
59900, 0.01508
60000, 0.015125
60100, 0.015302
60200, 0.015201
60300, 0.016495
60400, 0.015723
60500, 0.01579
60600, 0.015785
60700, 0.015566
60800, 0.015663
60900, 0.015448
61000, 0.015367
61100, 0.015539
61200, 0.015446
61300, 0.015521
61400, 0.015818
61500, 0.015575
61600, 0.016019
61700, 0.016122
61800, 0.015969
61900, 0.018119
62000, 0.016286
62100, 0.015821
62200, 0.015787
62300, 0.015871
62400, 0.01574
62500, 0.015719
62600, 0.015847
62700, 0.01591
62800, 0.015877
62900, 0.016224
63000, 0.016242
63100, 0.016421
63200, 0.01638
63300, 0.016509
63400, 0.016124
63500, 0.01624
63600, 0.016188
63700, 0.016074
63800, 0.016104
63900, 0.01625
64000, 0.016137
64100, 0.016153
64200, 0.017387
64300, 0.016697
64400, 0.016927
64500, 0.016789
64600, 0.016933
64700, 0.016719
64800, 0.016751
64900, 0.016369
65000, 0.016361
65100, 0.016641
65200, 0.016505
65300, 0.016412
65400, 0.016668
65500, 0.016968
65600, 0.016659
65700, 0.017445
65800, 0.017055
65900, 0.017045
66000, 0.017243
66100, 0.01674
66200, 0.016694
66300, 0.016974
66400, 0.017134
66500, 0.017026
66600, 0.017404
66700, 0.016916
66800, 0.017702
66900, 0.017465
67000, 0.017353
67100, 0.01735
67200, 0.017264
67300, 0.017127
67400, 0.017536
67500, 0.017127
67600, 0.020798
67700, 0.017306
67800, 0.01768
67900, 0.01892
68000, 0.017745
68100, 0.017422
68200, 0.01751
68300, 0.017767
68400, 0.01735
68500, 0.017591
68600, 0.017299
68700, 0.017411
68800, 0.017534
68900, 0.017374
69000, 0.017857
69100, 0.01797
69200, 0.017894
69300, 0.017918
69400, 0.018054
69500, 0.017875
69600, 0.017664
69700, 0.017688
69800, 0.017594
69900, 0.017645
70000, 0.017729
70100, 0.017749
70200, 0.018422
70300, 0.018112
70400, 0.018261
70500, 0.018616
70600, 0.018176
70700, 0.018101
70800, 0.017939
70900, 0.017937
71000, 0.018165
71100, 0.017997
71200, 0.018037
71300, 0.01818
71400, 0.018557
71500, 0.018858
71600, 0.018759
71700, 0.018351
71800, 0.018522
71900, 0.018277
72000, 0.018521
72100, 0.018218
72200, 0.018199
72300, 0.018291
72400, 0.018898
72500, 0.018332
72600, 0.018847
72700, 0.019226
72800, 0.018886
72900, 0.019062
73000, 0.018483
73100, 0.018433
73200, 0.018669
73300, 0.020045
73400, 0.019024
73500, 0.019285
73600, 0.018761
73700, 0.019555
73800, 0.019333
73900, 0.019833
74000, 0.023721
74100, 0.018774
74200, 0.018836
74300, 0.018858
74400, 0.018832
74500, 0.01892
74600, 0.019656
74700, 0.019228
74800, 0.019455
74900, 0.020555
75000, 0.020224
75100, 0.019302
75200, 0.019137
75300, 0.019138
75400, 0.0194
75500, 0.019497
75600, 0.019321
75700, 0.019792
75800, 0.020021
75900, 0.019976
76000, 0.020249
76100, 0.019549
76200, 0.019242
76300, 0.019458
76400, 0.019342
76500, 0.019588
76600, 0.019203
76700, 0.019618
76800, 0.020056
76900, 0.020218
77000, 0.020659
77100, 0.020517
77200, 0.019794
77300, 0.019694
77400, 0.019677
77500, 0.019766
77600, 0.019614
77700, 0.019642
77800, 0.019722
77900, 0.020197
78000, 0.020544
78100, 0.020252
78200, 0.020205
78300, 0.020277
78400, 0.020039
78500, 0.019987
78600, 0.019884
78700, 0.019904
78800, 0.020212
78900, 0.020345
